0,tcp,ftp_data,SF,491,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.18,2,2.1,0.00,0.00.1,0.00.2,0.00.3,1.00,0.00.4,0.00.5,150,25,0.17,0.03,0.17.1,0.00.6,0.00.7,0.00.8,0.05,0.00.9,normal,20
0.0,0.5,0.3212655729516315,0.5035517513559228,0.0,0.002685949846609789,0.0,0.0031442424567666998,0.0,0.0,0.0,0.0,0.001296093057393863,0.0,0.0,0.0030820753524377124,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.01,0.0,0.4479619098882586,0.8176324109191142,0.08,0.05,0.11,0.06,0.0,0.97,0.01,1.0,0.02002731710864073,0.9489597382762514
0.001538996985051542,0.5,0.7067572923876245,0.901974991934314,0.0,0.0031085312012587756,0.0,0.001607366281519492,0.0,0.0,0.0,0.0,0.002658386999979559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017579490241837374,0.0,0.0,0.0,0.0,0.05,0.07,0.0,0.05549167806148268,0.9943791841832745,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.526805124692965,0.8959002539627261
0.0015775498093043672,0.5,0.3465799557355483,0.48762151847898094,0.0007768958059528655,0.004083576562581698,0.0,0.0,0.0,0.0,0.0,0.0,0.0001540368800498318,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.4255623446888258,0.009320562132626449,1.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,0.059710937887664906,0.02,0.01,0.01,0.03,0.0,0.97,0.01,0.0,0.10784494011636662,0.9492111215674852
0.0014745625336396197,0.5,0.24793548080828332,0.8953843374059594,0.0,0.0,0.0,0.003359436613806444,0.0,0.0,0.0,1.0,0.0032134248636518487,0.0,0.0,0.0,0.002336715577359619,0.0,0.0,0.0,0.0,0.0,0.39669988854379223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23,1.0,0.9980238656720063,0.04,0.7,0.55,0.0,0.0,0.0,0.0,0.01,0.791501280957381,0.851366248827805
0.0,0.5,0.34488368601049824,0.9022941805095609,0.0,0.0016247207881971086,0.0,0.0030703374312311678,0.0,0.22648990201002359,0.0,0.0,0.0029868677558557927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011587352380937567,0.05110286406162126,0.0,0.01,0.0,0.0,0.1,0.0,0.0,1.0,0.07325496502137363,0.98,0.0,0.01,0.0,1.0,0.0,0.0,0.01,0.5265997022708393,0.9527315854199653
0.0011507747812613592,0.5,0.344431225888364,0.8947539095088392,0.0004030858415555841,0.0,0.0,0.8841661479619289,0.0,0.38546728776154104,0.0,0.0,0.0023761993959164744,1.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0015155934814742198,0.004451554083259028,0.0,0.01,0.0,0.0,1.0,0.0,0.0,1.0,0.9947378142018605,0.73,0.02,0.0,0.0,1.0,0.0,0.0,1.0,0.8631697503865359,0.9516891836362632
0.0,0.5,0.34671176915298546,0.9041678731647734,0.0,0.0031405131834080454,0.0,0.0,0.0,0.0,0.0,0.0,0.003221687671476883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3459303748749196,0.06892346641930906,0.0,0.0,0.0,0.0,0.07,0.0,0.95,0.3292185405105127,0.24194317548015673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.4319757980390372,0.9966447035650341
0.0,0.5,1.0,0.49941281907575924,0.0,0.0002122169502749632,0.0,0.00022028878871336306,0.0,0.0014480553235794208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009305023949667939,0.21770045223607376,0.0,0.98,0.0,0.0,0.99,0.0,0.0,1.0,0.9736295153963345,0.02,0.18,0.57,0.0,0.0,0.0,0.0,1.0,0.5247816435529041,0.9000537359350856
0.0,0.5,0.7083022527659522,0.8959808267146733,0.0,0.0017722125346597056,0.0,0.0016461340780375931,0.0,0.0,0.0,0.0,0.0036292331365493083,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.36734858754686794,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.01,0.6025825885823035,0.9929609040580019,0.83,0.0,0.01,0.54,0.0,0.0,0.0,1.0,0.5276267206719706,0.944997233868351
0.00042205832472029634,0.5,0.18558273797883218,0.8998929532055847,0.0017227674060123447,0.0001465917581827985,0.0,0.0017073176887006894,0.0,0.0,0.0,1.0,0.0012667636126859057,0.0,0.0,0.0,0.000816051633327059,0.0,0.0,0.0,0.0,0.0,0.07670756700964863,0.023414611827881893,1.0,0.01,0.0,0.0,0.99,0.0,0.03,0.993879867776747,0.2984833538459454,0.02,0.1,0.22,0.0,0.0,0.0,0.0,0.01,0.5204899225067148,0.9963793652081789
0.0,0.5,0.33221056106071195,0.28302553248018086,0.0,0.00011998495618964757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039870779495380666,0.012968741366540306,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.9938241345393087,0.015338101195917884,0.0,0.46,1.0,0.0,0.0,0.0,0.0,0.01,0.8099902232428087,0.8512225794076496
0.0,0.5,0.6787901575101398,0.9005494073509479,0.00010323208592986778,0.008037874112906268,0.0,0.0011850879408836872,0.0,0.0,0.0,0.0,0.000564472243578483,0.0,0.0,0.0007252174051033867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010236538134264176,0.0,0.97,0.0,0.0,1.0,0.0,0.01,1.0,0.0022823807476824165,0.98,0.0,0.2,0.0,0.0,0.0,0.0,0.01,0.5270055672701829,0.9992478359928192
0.0009665399386391908,0.5,0.3451851146945584,0.49106990864444905,0.0019837881721634456,0.0010316716624918585,0.0,0.002582932655313775,0.0,0.0,0.0,1.0,0.000540318153847614,0.0,0.0,0.0,9.74914863965691e-05,0.0,0.002,0.0,0.0,0.0,0.0026476114174978777,0.004491019886148932,0.01,0.0,0.0,0.0,1.0,0.06,0.0,1.0,0.9877917321335745,0.07,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.4250698566041223,0.0
0.0,0.5,0.31343052013856254,0.49384909354148177,0.0,0.0035004901604010555,0.0,0.0003535749363530583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004492676161501886,0.0,1.0,1.0,0.0,0.21,0.05,0.0,0.2503758914452614,0.0,0.01,0.11,0.0,0.0,1.0,0.0,0.01,1.0,0.43320679390841155,0.9994902258548282
0.0,0.5,0.3220788529354181,0.9086522906809519,0.0021003139965235515,0.0,0.0,0.002225187951464304,0.0,0.03101103255867809,0.0,1.0,0.0008566794251257396,0.0,0.0,0.00023891083630993106,0.0,0.0,0.001,0.0,0.0,0.0,0.007562343412240217,0.00016734887629297297,0.01,0.01,0.0,0.0,0.99,0.0,0.99,0.6428450983762537,0.0,0.25,0.0,0.0,0.0,0.0,0.98,0.0,0.01,0.43317330569907886,0.850380180781399
0.0,0.5,0.8772889697829038,0.8954547394637657,0.0014703692096882275,0.001940973533658877,0.0,0.0,0.0,0.0,0.0,0.0,0.002146888018845407,0.0,0.0,0.00020774126828197815,0.0,0.0,0.003,0.0,0.0,0.0,0.009667095651043395,0.049225633313608214,0.0,1.0,0.01,0.0,1.0,0.0,0.0,0.99928131323862,0.9420230961406901,0.86,0.01,0.5,0.03,0.0,0.0,0.0,0.0,0.5283986153066674,0.9969436487858875
0.0,0.5,0.33509737977351267,0.5082426575933733,0.0,0.0,0.0,0.0,0.0,0.03320272745781407,0.0,0.0,0.002295666097022744,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.5000326266281985,0.0,0.01,0.99,0.0,0.0,1.0,0.07,0.0,1.0,0.0,0.04,0.0,0.01,0.0,0.0,0.46,0.41,0.07,0.9302255130842784,0.9983182289389042
0.0,0.5,0.2580304639445965,0.8960793906390854,0.0010929586832811068,0.0020202073704823076,0.0,0.0,0.0,0.003201656606680106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,1.0,0.6199694306943125,0.030915133292245767,0.01,0.0,0.0,0.01,0.11,0.43,0.93,0.34104674630536647,0.008589940642273863,0.09,0.09,0.0,0.0,0.0,0.99,0.0,0.0,0.5262247106462407,0.8496526248049525
0.0,0.5,0.7155893534361257,0.8950973013240773,0.0007069387872959061,0.0028222062129974494,0.0,0.0008873650715418603,0.0,0.000308513554143017,0.0,0.0,0.0017644896789545245,0.0,0.0,0.0011027074332904247,0.0,0.0,0.002,0.0,0.0,0.0,0.02218858747353657,0.02478332635803429,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.10644712377328222,0.08708998536055847,0.62,0.05,0.27,0.0,0.01,0.0,0.01,0.0,0.521499048675145,0.9481332879896143
0.0,0.5,0.15171128709141335,0.8982011715477082,0.0,0.0018879750649335328,0.0,0.0014705034695258825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02203200905047631,0.0355534684311206,0.01,0.0,0.0,0.0,0.5,0.0,0.0,0.9916331668169842,0.9968232743601649,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.43189276841531526,1.0
0.0,0.5,0.31631188486426476,0.5080193526816369,0.0,0.0,0.0,0.0012442696485686659,0.0,0.0,0.0,0.0,0.00016817179950078646,0.0,0.0,0.0,0.00020344274312348936,0.0,0.002,0.0,0.0,0.0,0.07097124380392011,0.007483472522268861,1.0,0.01,0.0,0.0,0.99,0.0,0.0,0.653237357635169,0.4276762274612136,0.04,0.0,0.12,0.0,0.0,0.97,1.0,0.04,0.43038930573004813,0.7495457444684644
0.0,0.5,0.3346591705417295,0.8965393607211473,0.0,0.003515124908298213,0.0,0.0,0.0,0.14785817738821586,0.0,0.0,0.002285278587868949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.99,0.0,0.0,1.0,0.7860427422014307,0.05,0.1,0.01,0.07,1.0,0.98,0.16,0.0,0.7678788129597799,1.0
0.0,0.5,0.2111489642964871,0.8929145345741837,0.0,0.002156262460271792,0.0,0.0014320281928622708,0.0,0.0,0.0,1.0,0.0034198437602733756,0.0,0.0,0.0009294658467491263,0.0,0.0,0.0,0.0,0.0,0.0,0.004386379106241251,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.0,1.0,0.051147173506613436,0.05,0.05,0.65,0.03,0.01,0.0,0.0,0.01,0.5267913015235555,0.9989208390163477
0.001203926949351464,0.5,0.342306767965237,0.48943688248860145,0.0021920591907242017,0.0019411813634486216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002569429975531772,0.0,0.0,0.003,0.0,0.0,0.0,0.005638137026042288,0.01134718390715511,0.0,1.0,0.0,0.0,0.4,0.05,0.0,1.0,0.12586474216358023,1.0,0.09,0.03,0.0,0.01,0.0,0.0,0.01,0.5269232363468757,0.9981585343899246
0.0,0.5,0.31547928054208507,0.9029548068042441,0.0,0.0033656399216899563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.031129618435649726,0.01,0.0,0.0,0.0,1.0,0.04,0.0,0.08245423817716133,0.0,0.38,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.4250381637879259,0.9972128578274928
0.0,0.5,0.8073911328805812,0.9071628112431473,0.00015816818447455006,0.00011896180572136055,0.0,0.0,0.0,0.0001966160293829716,0.0,0.0,0.0021858090241173903,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.009849884624468772,0.004540195853690407,0.01,1.0,0.0,0.0,1.0,0.0,0.17,1.0,0.7021802678754694,0.0,1.0,0.01,0.03,0.01,1.0,0.0,0.0,0.42770133150949907,0.8563668631630813
0.0,0.5,0.34744590280155263,0.8915647976819695,0.0014791721630070202,0.002855989921612254,0.0,0.0,0.0,0.0,0.0,0.0,0.0030563009683073888,0.0,0.0,0.0,0.000259269302036795,0.0,0.001,0.0,0.0,0.0,0.0012689604893569755,0.04380853078974295,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.6809454217195416,0.02670504354410791,0.03,0.0,0.06,0.0,0.97,0.0,0.0,0.01,0.47204398432375033,0.9460698968886907
0.0,0.5,0.33697540458022346,0.8973144266642782,0.0,0.002318421319373578,0.0,0.0,0.0,0.0,0.0,0.0,0.0008842248325709077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005416996204963864,0.004372012406471473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9961746031797661,0.03,0.76,1.0,0.0,0.0,0.0,0.0,0.01,0.5267606079284436,0.9993407760006453
0.002142928321165776,0.5,0.2840853987091541,0.49318268210427346,0.0,0.0029657486585004836,0.0,0.00023142921476312315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00014254757865908102,0.0,0.0,0.0,0.0,0.0,0.0,0.39296200652604824,0.040806658786890423,0.0,0.0,0.0,0.0,0.09,0.04,0.0,0.10770711214187623,0.9857935263384762,0.98,0.0,0.01,0.0,0.01,0.0,0.7,0.0,0.43271985972960975,0.999401487951287
0.0010215718391663794,0.0,0.39127052669712786,0.8994767955392318,0.0,0.0,0.0,0.00017259243276975715,0.0,0.0,0.0,1.0,0.0025563721381455734,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.28478667077260483,0.0,0.01,1.0,0.0,0.0,0.03,0.05,0.98,0.9949458520097394,0.9993848085417428,1.0,0.01,0.32,0.1,0.01,0.99,0.0,1.0,0.523233174283529,0.951173248220256
0.0026997422320331195,0.5,0.18009804615770422,0.4973052249680282,0.0010234165466553073,0.0015682753407067196,0.0,0.0,0.0,0.0,0.0,1.0,0.002627749072255678,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.5514847959820948,0.0,0.01,0.0,0.0,1.0,0.0,0.64,0.714399295592071,0.015064860676049896,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.688140962892624,0.2868327201411318
0.0,1.0,0.722047880349886,0.8962451336501933,0.0,0.0011077855114356534,0.0,0.0009224379843046399,0.0,0.03212768446514048,0.0,0.0,0.003081061400260159,0.0,0.0,0.0,0.0010324922614453628,0.0,0.001,0.0,0.0,0.0,0.005047511861402371,0.0034362015604440673,0.0,0.01,0.0,0.0,0.05,0.0,0.0,1.0,0.0213074811533819,0.0,0.01,0.01,0.02,0.99,0.0,0.95,0.11,0.5272214145343382,0.9970257629146045
0.0,0.5,0.7767365756193075,0.9015460272099896,0.0009278507464766646,0.001389772019401408,0.0,0.0,0.0,0.0,0.0,0.0,0.0014264217060263504,0.0,0.0,0.0,0.001300855646495975,0.0,0.0,0.0,0.0,0.0,0.000798594705546183,0.005393647113672113,0.01,1.0,0.0,0.0,0.48,0.06,0.0,0.9936566270167022,0.02200170196898625,1.0,0.01,0.0,0.0,1.0,0.98,0.97,0.0,0.5252828709525009,1.0
0.0,0.5,0.3295678384585522,0.8932781278721684,0.0,0.003257619786646438,0.0,0.00047455228001325433,0.0,0.0007255723301516368,0.0,0.0,0.0026736411731195487,0.0,0.0,0.0,0.0016421000501394198,0.0,0.001,0.0,0.0,0.0,0.038939604308159376,0.03175794394878041,0.0,0.0,0.0,0.0,1.0,0.05,0.0,1.0,0.05561675402769787,0.89,0.0,0.0,0.0,1.0,0.0,0.97,0.01,0.9923344318837464,0.9950453208953721
0.0,0.5,0.7235267694704955,0.5111516220669917,0.0,0.0013178750823626582,0.0,0.0,0.0,0.0004325420964742301,0.0,1.0,0.0030795363449055008,0.0,0.0,0.0018011305564865467,0.0,0.0,0.002,0.0,0.0,0.0,0.010907124675034297,0.0015632559984358409,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0995307480353505,0.9707231504184836,0.99,0.01,1.0,0.0,0.01,0.0,0.01,0.01,0.4270049391511827,0.853713155451437
0.002004378371774608,0.5,0.7010426950903013,0.8964324579763807,0.0,0.0025207147321516916,0.0,0.0030777338685756264,0.0,0.0,0.0,0.0,0.0027626648316103775,0.0,0.0,0.0004754008969236561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03016022150664172,0.0,0.97,0.0,0.0,0.15,0.08,0.0,1.0,0.06209020421552297,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.4333508982837533,0.9466621514072273
0.0,0.5,0.1824782492078075,0.9004188424990744,5.6171298438601056e-05,0.0011187779553374425,0.0,0.0010218638358049704,0.0,0.0,0.0,0.0,0.002162395804829977,0.0,0.0,0.00038215915707028145,0.0,0.0,0.002,0.0,0.0,0.0,0.0037444652571945927,0.025388919228246282,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3908499626121716,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5228137110090808,0.7301158326063631
0.0,0.5,0.16857644790032203,0.4991859538028754,0.00225300133532431,0.002749847209083817,0.0,0.0003349026004668989,1.0,0.19833409526533088,0.0,1.0,0.002027762132454644,1.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0013073789595563225,0.04755782654503138,0.0,0.0,0.0,0.64,0.08,0.06,0.0,1.0,0.0,0.1,0.09,0.21,0.0,0.99,0.0,0.01,0.0,0.43380043746743946,0.8536862205887895
0.0,0.5,0.2587367711560802,0.8975955639368505,0.0008911982544523478,0.0012906429604531385,0.0,0.0024460540535095,1.0,0.0,0.0,0.0,0.0010615728441067103,0.0,0.0,0.0,0.0006431536753191838,0.0,0.002,0.0,0.0,0.0,0.011609490200360553,0.043094536316409346,0.0,0.01,0.93,0.0,0.56,0.08,0.0,1.0,0.9935476647804842,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5275878594114124,0.9959334990303642
0.0,0.5,0.2126000829265971,0.5083886179052788,0.0,0.0008335963652662211,0.0,0.0,0.0,0.024285537866432744,0.0,0.0,0.0010979427599468188,0.0,0.0,0.0001487491533894197,0.0,0.0,0.002,0.0,0.0,0.0,0.004582636510265325,0.0005659139577983525,0.0,1.0,0.0,0.98,1.0,0.05,0.0,0.9959877734545373,0.12977875592648658,0.05,0.2,0.15,0.03,0.06,0.0,0.0,0.0,0.5241901862578627,1.0
0.0,0.5,0.3479390842050252,0.9082858285004158,0.0,0.0029353199164915576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016995196834786994,0.0,0.0,0.002,0.0,0.0,0.0,0.5237299081959298,0.0007159859715579742,1.0,0.78,0.0,0.0,0.49,0.0,0.0,0.9979878814233644,0.5513150045714145,0.08,0.0,0.02,0.0,0.0,0.99,0.01,0.0,0.7703502843033962,1.0
0.00040580602442763655,0.5,0.3422275687829836,0.8974451249950166,0.0,0.001707660922937653,0.0,0.0,0.0,0.0,0.0,1.0,0.002244242774823512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023570351556607017,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.95,1.0,1.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.5255821882535971,0.9986591110091206
0.0,0.5,0.34110624882545043,0.890425275306512,0.0002456338400616738,0.0,0.0,0.0024560563540900423,0.0,0.0,0.0,0.0,0.003602867535574514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22413726432772316,0.04,0.0,0.0,0.0,0.09,0.0,0.0,1.0,0.08067525844732833,0.31,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.5238565272006385,0.9959714326271633
0.0,0.5,0.3286061917129057,0.9011843816599517,0.0,0.0,0.0,0.0034498226625815573,0.0,0.0,0.0,1.0,0.002232655732415285,0.0,0.0,0.0,0.0005151982684576884,0.0,0.0,0.0,0.0,0.0,0.006930519585960427,0.2792016433528174,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.9977134416329734,0.9760044344177862,1.0,0.07,0.01,0.0,0.0,0.97,0.01,0.0,0.42711388804358486,0.9987435154406895
0.0021083126753458016,0.5,0.7152086982247504,0.8902499666868878,0.002805600308975955,0.0019913880388271704,0.0,0.0014929779509846447,0.0,0.0,0.0,1.0,0.0010877628948013599,1.0,0.0,0.001346425899072258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.0,0.01,0.0,0.39,0.06,0.0,1.0,0.9861268773806502,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.5235622507373218,0.9488998965086378
0.0032566711187768686,0.5,0.31809135539406863,0.4900943311586617,0.0,0.0012649930999609094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029689332064169243,0.0,0.0,0.003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18884779903434676,0.028706454491670752,0.98,0.04,0.98,0.0,0.99,0.0,0.0,1.0,0.4292871158828504,0.7276579323897865
0.00033726740735312354,0.5,0.3389347994727208,0.8973017295633262,0.0,0.0,0.0,0.00265405758521967,0.0,0.0,0.0,1.0,0.0003703772480926149,0.0,0.0,0.00038175976671839766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02389951948091809,0.0,0.98,0.0,0.0,1.0,0.08,0.0,0.9614640960449394,0.9953710688962574,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.01,0.43141918188385775,0.9513671307208743
0.019216446270636067,0.5,0.2978958968121632,0.9048078277137118,0.0,0.0007127785826516897,0.0,0.0018215089188403295,0.0,0.0,0.0,0.0,0.002011901436113082,0.0,0.0,0.0010137484749309267,0.0,0.0,0.0,0.0,0.0,0.0,0.5144419387233388,0.05623900611996157,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.024778916347029764,0.19,0.08,0.02,0.0,0.0,0.97,0.0,0.0,0.42615869998628675,1.0
0.0,0.5,0.3404300589223294,0.893522281325159,0.0,0.0034121750711882852,0.0,0.00015888051354592293,0.0,0.0002158047338223466,0.0,0.0,0.0015311634488785824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008992582637583123,0.0,1.0,0.0,0.01,1.0,0.01,1.0,1.0,0.9834888531484518,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.01,0.43293420929134074,0.8603442895120473
0.0,0.5,0.3448109672934238,0.8933958320571322,0.0,0.003346417404740417,0.0,0.0033884414070470235,0.0,0.0014883788213842254,0.0,0.0,0.0034373992709002925,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.004747628320739156,0.0,0.0,0.01,0.0,0.0,0.99,0.08,0.95,0.8870252942794612,0.05167331801171882,0.98,0.07,0.0,0.02,1.0,0.0,0.0,0.0,0.5272882518145913,0.9985880869719662
